sample	pop	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32
HR265	rustica-tytleri	-0.036519222	0.106797988	-0.018050636	0.009256366	-0.001855422	0.005871748	-0.011871955	0.047394592	0.000818578	-0.01691076	-0.00314902	0.035966488	-0.026583953	0.081971585	0.056082797	0.077607846	0.00928391	0.035090041	-0.12118279	0.087062468	0.018546767	0.037782836	-0.014619808	-0.086470348	0.106755735	-0.14319116	-0.101649289	0.110536256	-0.176912479	-0.184307524	-0.038450661	-1.94E-01
HRVN96145	rustica-tytleri	-0.029963066	0.102588126	-0.01567104	-8.20E-06	0.044525935	-0.057903164	0.034114055	0.011045995	0.022166775	-0.00533464	0.020485916	0.011008875	-0.061056961	0.158206063	0.186825027	-0.136663571	-0.366535699	-0.028684049	0.252624282	-0.378973378	-0.193700365	-0.045327783	0.066136303	0.143722469	-0.185373579	-0.016080819	0.168752575	0.169302524	-0.126326277	-0.11673619	0.048523749	0.023520286
HRVN96034	rustica-tytleri	-0.035504306	0.10149676	-0.025587226	0.006716742	0.068396064	-0.278471679	0.239024794	0.312171796	0.099424779	-0.089801195	-0.081987132	-0.033368428	-0.21641304	0.024825484	-0.383457548	0.060578196	0.00017902	-0.07045235	0.064861305	-0.00150874	0.017730178	-0.007828395	0.002048245	0.032716942	0.01707185	0.032882542	0.024970856	-0.011496014	0.02595812	-0.011649361	-0.021424234	0.017255202
HR176	rustica-tytleri	-0.031818444	0.099889465	-0.010748307	-0.021704405	0.021889942	-0.017848948	0.00012309	0.018832872	0.017442627	-0.022401318	-0.029802041	0.044609922	-0.021241235	0.026662112	0.118417204	-0.023653917	-0.009367676	0.083694848	0.053594781	0.09958307	0.146076851	0.210273422	-0.543536987	0.059135137	-0.10401125	-0.00848215	0.080575059	0.01983306	0.051734968	-0.114316309	-0.061578154	0.08674462
HR199	rustica-tytleri	-0.030654238	0.096747353	-0.004019667	-0.028899004	0.007989489	0.033007251	-0.020060902	0.020111647	0.004181738	-0.03608558	-0.04332835	0.028001359	0.017724538	0.013111655	0.02946384	-0.046737485	-0.066477606	-0.06901452	0.039927943	0.029161912	-0.060474561	-0.019403035	-0.010492024	-7.54E-05	0.041103224	0.012028998	-0.039227208	-0.00031656	0.032677138	-0.008181992	-0.016735238	-0.016386815
HRVN96091	rustica-tytleri	-0.026857745	0.093918383	-0.022174993	0.007239894	0.001444334	-0.053541136	0.040882672	0.036625676	0.031202289	-0.050945636	-0.019990444	0.013360368	-0.088107885	0.059912302	0.005940198	0.081510809	-0.00524532	0.0465704	-0.135134094	0.083673996	0.011114217	0.032960167	-0.006219916	-0.091417571	0.07817659	-0.129218871	-0.087165116	0.106825358	-0.153175685	-0.163747021	-0.056822802	-0.15610895
HRVN96023	rustica-tytleri	-0.029996381	0.09359908	-0.014488574	-0.000464267	0.015987358	-0.023403485	0.013256702	0.004295926	0.022988535	-0.015677773	-0.01328852	0.018062889	-0.034820053	0.037858717	0.060017653	-0.00658212	0.009003417	0.015137572	-0.012649526	-0.005401515	0.015542369	0.007139354	-0.00180856	-0.037028442	0.009830254	-0.018682457	-0.015543101	-0.012349445	-0.017476276	0.015428559	0.024423718	0.038688546
HRVN96095	rustica-tytleri	-0.029550864	0.091485189	-0.018412679	-0.012452484	0.014317109	-0.047826601	0.004880135	0.002175115	0.016720591	-0.042772537	-0.029837738	-0.010362065	-0.040340799	0.042499733	0.091291038	0.000106693	-0.02992905	0.033017634	-0.058382907	0.029620718	0.026650231	0.04301313	-0.027945956	-0.021545249	-0.009717575	-0.013847101	0.037253405	-0.024858359	-0.024935174	0.001207948	-0.057007654	-0.053975275
HRVN96037	rustica-tytleri	-0.027661447	0.091289931	-0.024195506	0.002997079	0.012363487	-0.027396254	0.013545674	-0.017105635	0.021237691	-0.030415759	0.004262383	-0.018064499	-0.045117957	0.061569484	0.050871543	0.019110177	-0.006210353	0.061310212	-0.032378253	0.00428818	-0.00861848	0.001170087	0.000826711	-0.012504594	-0.032321052	-0.026087422	-0.01963671	0.032058009	0.017826999	-0.004046496	0.023320903	0.01143663
HR170	rustica-tytleri	-0.02176092	0.086483742	-0.000562121	-0.03244864	0.030582481	-0.019301066	-0.00688497	0.016382662	0.038918728	-0.022492715	-0.044617427	0.048806874	-0.011580598	-0.038962028	0.076859196	-0.055264847	0.026630372	-0.035358127	0.065605432	-0.003954028	0.024863569	-0.00190514	0.007711488	0.01244088	0.029556794	0.015323646	-0.01182742	-0.001715758	-0.008819921	-0.004387471	0.01587535	-0.023983967
HR187	rustica-tytleri	-0.020688625	0.085126686	0.002832912	-0.032110429	-0.017580351	0.031837301	-0.02905137	0.026055399	0.003073037	-0.046093669	-0.034392639	-0.005568148	0.02145259	0.023317877	0.068463846	-0.020434817	0.042193091	-0.025763707	0.022003867	0.067252382	0.109389092	0.097865121	-0.193546588	0.009868181	0.033714793	0.009821279	0.037079528	-0.02371177	0.023721158	-0.033190609	-0.045207192	0.006093279
HR208	rustica-tytleri	-0.02213625	0.078293971	0.010558154	-0.037718476	-0.006938954	0.029793315	-0.022182418	0.01862172	-0.000129328	-0.007879293	-0.019356033	0.047178043	0.013459836	-7.46E-03	0.035152748	-0.019707185	0.019081335	-0.036685924	0.028306704	0.010044237	0.003072482	-0.010934944	0.015562599	-0.000381811	0.020697617	0.0156166	0.012209267	-0.017291185	0.039825733	-0.012546878	-0.015722131	0.001172322
HR239	rustica-tytleri	-0.01656652	0.078007649	0.003192843	-0.035064393	-0.005066954	0.029238436	-0.029194817	0.012578087	0.00654446	-0.017458549	-0.019643357	0.02690972	0.012722705	0.001975735	0.033433991	-0.017799062	0.031813531	-0.064850228	0.059121695	-0.005740108	0.010525979	-0.035046755	0.031554021	0.022378395	0.016113376	0.006492345	0.038551008	-0.032606442	0.064278529	0.037824732	0.011351691	0.003267666
HR151	rustica-tytleri	-0.016085631	0.07652122	0.004501098	-0.03088176	-0.007099493	0.028467683	-0.036387426	0.012354905	0.021081302	-0.022104498	-0.032094539	0.046098965	0.00522116	-0.006950752	0.029467842	-0.004773199	0.023336193	-0.060696285	0.021999237	0.01352121	-0.005722466	-0.007845828	0.008362084	0.016627862	0.008327668	0.00947087	0.001940498	0.037913078	-0.013456455	0.010315295	-0.010408024	-0.017154975
HR184	rustica-tytleri	-0.018648216	0.076262488	0.005572955	-0.047750805	-0.098043659	0.033578929	-0.031164839	0.016007629	-0.024811373	-0.235811119	-0.202226285	-0.339001759	0.141999053	-0.01376124	0.025925033	-0.093668027	0.016173838	-0.033109518	0.073893051	-0.058272843	0.017699924	-0.013003965	-0.020109614	-0.00577446	0.004753058	0.011284345	0.003222417	-0.014428795	-0.005792664	0.011833734	-0.015662418	-0.033778483
HR223	rustica-tytleri	-0.017691288	0.075094472	0.003205184	-0.023556019	-0.027836469	0.043005828	-0.041441767	-0.009219588	0.010667745	-0.058085726	-0.039877749	0.056410438	-0.025136219	0.004300652	-0.007998885	-0.013172009	0.006397736	-0.016253025	0.036609555	-2.43E-02	-0.048239476	-0.051144148	0.031366752	0.049596336	-0.018260104	-0.008867442	-0.00035783	0.097335572	-0.02207963	-0.052291978	0.065025464	-0.004723703
HR251	rustica-tytleri	-0.011336367	0.062819256	0.010745782	-0.020076032	-0.039648296	0.036717216	-0.033186083	-0.013913535	0.025400974	-0.040567921	-0.032905418	0.033715954	-0.023543882	-0.02418741	-0.016788955	-0.021572815	0.051585716	0.012574203	-0.0707238	0.081781551	-0.073187275	-0.034534063	-0.015193897	-0.022771062	0.009379026	-0.000746641	-0.004947727	0.134320884	-0.025037095	-0.090851593	-0.014519738	-0.019549451
HRVN96043	rustica-tytleri	0.005836842	0.061735424	-0.009181716	-0.018079949	-0.058276442	-0.170416043	0.161936195	0.389350787	-0.148599251	0.160327826	0.085659046	0.031618471	0.373272436	-0.207132244	0.163775466	-0.028234081	0.035233838	0.090171385	-0.054050868	-0.001377688	-0.067383653	-0.029041777	0.0138396	-0.008987524	-0.023028101	-0.026425908	-0.007615622	0.051214787	0.014443642	0.007176242	0.04021608	-0.005296725
HRVN96200	rustica-tytleri	0.008589895	0.058168457	-0.005771627	-0.001879089	-0.042620229	-0.007613558	0.000268512	0.012695027	-0.011377638	-0.005768814	0.032880689	0.010294587	-0.010465629	0.052452588	0.020306424	0.026115112	-0.015048665	0.025685621	-0.029285823	-0.011058122	-0.01351143	0.00556487	0.005925928	-0.004313009	-0.013968253	-0.010370108	-0.004565209	0.012000059	0.000377236	0.000343922	0.006951331	-0.014135013
HRVN96144	rustica-tytleri	0.013780722	0.05654326	-0.011904047	-0.004378668	-0.037930393	-0.009164138	0.006581571	0.027513166	-0.017152809	-0.014489371	0.018485646	0.012587403	-0.019314199	0.066844441	0.075385426	0.021124473	-0.027222085	0.079258445	0.033045424	0.085130998	0.130138288	0.179184537	-0.434056366	0.0596782	-0.078666744	0.00451814	0.073437722	0.011123246	0.041640637	-0.094082941	-0.038377413	0.078792767
HRVN96011	rustica-tytleri	0.010353766	0.054106453	-0.001370637	-0.008979604	-0.07769464	0.020614287	-0.031823618	-0.025415027	0.007656928	-0.051015604	0.014459571	0.007675225	-0.067158953	0.014746457	-0.02336691	0.067444333	0.04737423	0.088003462	-0.047438793	0.029794433	-0.075209776	-0.063862853	0.022835509	-0.038664891	-0.036362221	-0.054435076	0.021707786	0.11301273	0.027690195	-0.017069053	0.064649778	0.055786912
HR271	rustica-tytleri	0.007088437	0.052598654	-0.004772139	-0.028874047	-0.056269616	-0.137084613	0.139275156	0.35344622	-0.125530149	0.148371145	0.052489637	0.044302421	0.363593998	-0.241136854	0.152505067	-0.049178867	0.05283468	0.063773703	-0.043536787	0.011531833	-0.083400747	-0.036899057	0.010213242	-0.01262043	-0.020846566	-0.026718679	-0.001709177	0.050874366	0.017486111	0.001031077	0.039152017	-0.003065328
HRVN96194	rustica-tytleri	0.012928124	0.04794203	-0.013555516	-0.015895274	-0.146934982	0.002214906	-0.010512005	-0.013081885	-0.038447159	-0.215957935	-0.14017164	-0.326668104	0.104275318	0.019066194	-0.011370465	-0.005163636	-0.002022149	0.038180114	-0.026154897	-0.012799048	0.007064683	0.007163283	0.016610619	0.003549859	-0.019849843	-0.006024062	-0.010332262	-0.000988864	0.006549771	0.019698721	-0.000797252	-0.010657737
HRVN96198	rustica-tytleri	0.018195559	0.045434765	-0.008750858	-0.005336738	-0.018236905	-0.050083708	0.018695227	-0.009159652	0.013361977	-0.011431555	0.005843462	0.00424844	-0.022335858	0.006466761	0.041087953	-0.005228305	-0.009506066	0.011299968	-0.017145445	-0.002937589	0.009068736	0.015432596	-0.015215438	-0.008879942	-0.005056832	0.005050771	-0.004921843	-0.011511775	0.000710908	0.002338906	-0.013065505	-0.010229315
HRVN96056	rustica-tytleri	0.020983532	0.044405905	0.005262368	-0.006922315	-0.045682706	0.001875638	-0.000371464	0.009555727	-0.009734889	0.003415499	0.030016601	0.0146623	-0.010412949	0.025787764	0.009674632	0.027740404	0.014076621	-0.018650792	-0.010370131	0.001500565	0.014937765	-0.018443245	0.01280836	-0.002507236	0.005636865	0.013718728	-0.011766649	0.003598064	-0.014339911	0.015863423	0.005415087	0.001249823
HRVN96158	rustica-tytleri	0.02778269	0.03659889	0.016471718	-0.000143544	-0.061061697	0.002037901	0.003347625	-0.023965051	-0.007867088	-0.018098281	0.031769181	0.019443807	-0.034724573	0.047628488	-0.017861454	0.003979296	0.019595363	0.031329316	-0.040311843	0.007445077	-0.033256401	-0.021503883	-0.004540188	-0.001157526	-0.01015928	0.00142149	-0.017017636	0.049791794	0.00278723	-0.013654367	-0.004259446	0.023610481
HRVN96035	rustica-tytleri	0.037276277	0.022283839	-0.01056548	-0.03856605	-0.211387186	0.007016208	-0.018161759	-0.014150183	-0.053789181	-0.318564033	-0.23685881	-0.504440353	0.182342036	-0.019185106	-0.010255708	-0.044567674	0.004441518	0.014275098	0.019543779	-0.041410001	0.022907806	0.000323523	0.008445228	0.00198746	-0.017802286	0.000465017	-0.012175365	-0.014002656	-0.000766602	0.029893936	-0.000488352	-0.032567921
HRVN96151	rustica-tytleri	0.048194801	0.019930339	0.018860674	-0.005322111	-0.044167448	-0.011181553	0.014237838	0.009777125	-0.019495639	0.016234222	0.040045833	0.017113608	0.000156667	0.036648175	0.000986115	-0.029247497	-0.007360432	-0.030209405	0.003126568	-0.011452862	0.009312195	-0.000128766	-0.000122778	-0.002693877	-0.000588007	-0.019877453	-0.023368587	-0.030168865	-0.007119446	0.009199041	0.022162916	0.011681019
HRVN96138	rustica-tytleri	0.05214428	0.014664452	0.005628499	-0.001882453	-0.018609609	-0.066975958	0.046378526	0.002472764	0.007591535	0.024038745	0.046781444	-0.006874373	-0.030023688	0.076762351	0.118641195	-0.094318328	-0.212950266	-0.038636402	0.161148873	-0.240782071	-0.087066638	-0.011556283	0.048255871	0.092786583	-0.126526831	0.011197488	0.112047949	0.070031491	-0.086701904	-0.062332792	0.020081091	0.013748333
HR192	rustica-tytleri	0.052833086	0.013366236	0.023693235	-0.022359782	-0.074360896	0.012834552	-0.008273077	-0.026460896	0.01335958	-0.016942675	0.017999974	0.037750767	-0.025819816	-0.021631567	-0.029032888	-0.010427746	0.038600762	-0.006575275	0.013042568	0.02278113	-0.055699833	-0.007138398	0.016137785	0.047591288	-0.006836405	-0.039525234	-0.003892858	0.039026395	0.016116401	-0.033167238	0.031474066	-0.018877242
HRVN96190	rustica-tytleri	0.045194807	0.012211429	0.009247024	0.000987788	-0.024508394	-0.070464534	0.0408865	-0.064839133	0.063905295	-0.015873759	0.005402888	0.004733282	-0.086379658	-0.024789475	0.02738816	-0.052311687	0.012299727	0.006429406	-0.028657432	-0.005079268	-0.011961489	-0.022314582	0.021624851	-0.007005028	-0.014970544	-0.024177186	0.007337525	0.008637498	0.006343931	0.049034984	0.007238579	-0.001563822
HRVN96152	rustica-tytleri	0.059409726	0.003349754	0.016346794	-0.018223063	-0.094492584	-0.007010641	0.007747261	-0.025769208	-0.019139869	0.013485702	0.061426937	0.010974173	-0.024995239	-0.004085731	-0.021490294	0.025790539	0.001292618	0.017113799	-0.026111412	-0.004715376	0.008728864	-0.003890808	0.00751026	-0.007439978	0.001612676	0.017604155	-0.010141119	0.0193807	0.011464683	0.001682991	0.015399678	0.013540663
HRVN96078	rustica-tytleri	0.045541816	0.002884135	-0.005992757	-0.010405653	-0.086391613	-0.007532427	0.001403229	-0.001376333	-0.028938052	-0.008096054	0.025320732	-0.010751493	0.000548277	-0.014497573	-0.015075212	0.06201082	0.004866754	-0.011883821	-0.024638442	0.036328084	0.005639808	-0.033697093	0.012906314	-0.014620646	-0.004255482	0.024184088	0.019648043	-0.008554632	-0.015354109	-0.024784088	0.029252844	0.043047717
HRVN96141	rustica-tytleri	0.05904418	0.001978764	0.010243708	-0.004925168	-0.086701353	-0.009684825	0.008321411	-0.019197014	-0.014036086	-0.00955013	0.033128367	-0.012092302	0.001026879	0.000691325	-0.008427826	0.007701654	-0.007002114	-0.002294511	-0.006126129	0.013879029	-0.008893531	-0.006781929	-0.006521149	0.013172671	-0.012383427	-0.008260462	-0.002681317	-0.001270256	0.029473869	0.000928159	0.018274919	-0.009513579
HRVN96166	rustica-tytleri	0.057242908	0.001737707	0.016420673	-0.013196956	-0.081789841	-0.004712603	0.006527657	-0.019330063	-0.0091113	0.001809686	0.041484318	0.006949351	-0.008934204	-0.013428704	-0.015411986	-0.00261863	-0.009550934	0.010734031	-0.001732603	-0.010171929	0.004614445	-0.006595636	-0.00257419	0.000400013	0.006756047	0.01206846	-0.007830454	0.015724241	0.024356765	0.001380024	0.008139556	-0.011078136
HRVN96137	rustica-tytleri	0.052444152	0.001680674	0.006552046	-0.002885282	-0.062976947	-0.051748772	0.027377105	-0.040859578	0.007915874	0.002356795	0.043607894	-0.011278382	-0.039458765	-0.030110448	0.016481155	0.002805212	-0.012263542	0.015671853	-0.018625353	0.014439431	0.018044945	0.002969171	0.005599988	-0.037401531	-0.00680778	0.017785711	-0.001237043	0.008472006	0.002195997	-0.016995941	0.002880382	0.003786344
HRVN96156	rustica-tytleri	0.062566104	0.000981216	0.011644148	0.00098229	-0.103721029	-0.010055759	-3.64E-06	-0.033354761	-0.019928947	-0.001667722	0.061854298	-0.014993626	-0.040743176	0.041555962	-0.058121927	0.037803274	0.008043985	0.09625151	-0.015614387	-0.062659954	-0.032079916	-0.003545604	-0.012249731	0.089216318	-0.057865582	0.009826787	-0.036640124	0.039128631	0.150434783	0.044689855	0.045278775	0.068221958
HRVN96054	rustica-tytleri	0.056280389	0.000855587	0.018210858	-0.004109752	-0.086242339	-0.012944092	0.005460534	-0.0222165	-0.009800466	0.010490555	0.058614338	0.017780711	-0.002312517	0.015149546	-0.032244706	3.54E-03	-0.012912046	0.006906521	-0.014326187	-0.006741696	0.01277683	-0.001771174	0.021384005	-0.027328658	0.014084187	0.019444393	0.011188152	0.018064487	9.42E-05	-0.054478701	-0.017067684	-0.017499244
HRVN96022	rustica-tytleri	0.063684139	4.01E-04	0.00970604	-0.002133312	-0.088847927	-0.023171154	0.015102898	-0.0070322	-0.017712932	0.014297902	0.049917192	-0.002889405	-0.010631576	0.009218489	-0.008212324	0.033427033	-0.016582646	0.016814589	-0.022677559	0.00383642	0.011033752	0.002801144	-0.006890777	0.01326676	0.003110736	0.027746518	0.004184901	0.010954311	-0.002962279	-0.005857525	-0.000454672	-0.000863029
HRVN96136	rustica-tytleri	0.065098635	-0.000137271	0.014560961	-0.0053766	-0.094934691	-0.011899627	0.00706255	-0.016239108	-0.01844965	0.002222234	0.049496322	0.015592327	-0.019459865	0.007207855	-0.013583481	0.029564061	-0.012564621	-0.003116905	-0.01235836	0.000656696	0.011894343	0.01198066	-0.00248569	-0.000948885	-0.005769639	0.004201566	-0.008720015	-0.001103304	0.005623706	-0.014176687	0.030356883	-0.003857938
HRVN96076	rustica-tytleri	0.056623421	-0.000328755	-0.002470197	-0.011721874	-0.091699507	-0.020572303	0.003351008	-0.022194946	-0.02338156	-0.002781689	0.0478675	-0.017320016	0.011536438	-0.001844642	-0.009928794	0.069353322	-0.014772713	0.005995237	-0.049570977	0.021134737	0.031859825	0.013389989	0.023945301	-0.018150524	-0.025158216	0.014294528	-0.002809567	-0.018900765	0.018856729	0.010594176	0.021208314	0.032442942
HRVN96140	rustica-tytleri	0.060368624	-0.000623372	0.021206219	-0.003003629	-0.108678933	-0.025679382	0.020841247	-0.017021606	-0.024712779	0.019708402	0.065239688	0.018775542	-0.009097326	-0.00925077	-0.025869488	0.017706572	0.00081996	-0.00108105	-0.02314931	0.000644671	-0.003434081	0.012800256	0.022105235	-0.0139024	0.00199814	0.028064942	-0.038739316	0.003468135	0.002409881	-0.023348922	0.057330725	0.005806696
HRVN96182	rustica-tytleri	0.062057737	-0.000641332	0.003558673	-0.006167659	-0.083420716	-0.018737978	0.002395548	-0.013221175	-0.015735399	0.00019196	0.040785702	0.000554791	-0.023842781	0.013667272	-0.013050904	0.014281655	-0.003608313	-0.001780694	-0.024175881	0.008827039	-0.011239476	-0.007342632	0.001097486	-0.008494796	-0.005023147	-0.010481947	-0.014192604	-0.00924039	0.00298565	-0.019050371	0.028454593	0.00891222
HRVN96161	rustica-tytleri	0.063056473	-0.001235826	0.010307563	0.002853377	-0.055551353	-0.04820533	0.028201908	-0.044107499	0.012588683	0.004875496	0.031502395	0.001839126	-0.053220992	-0.021242705	0.007181195	-0.012070609	-0.003431076	0.023349803	-0.005080054	-0.022078081	0.000498826	0.001772567	-0.003884235	-0.004230582	-0.002185945	0.004139463	-0.019798919	0.015233486	0.016960458	0.000895826	0.016124411	0.008811543
HRVN96154	rustica-tytleri	0.062301093	-0.00148237	0.016126508	-0.00511965	-0.078539957	-0.049606939	0.031754454	-0.039207111	0.008041791	-0.000426586	0.043292778	0.010695747	-0.040842729	-0.029802034	-0.002530536	0.010138673	0.000948348	0.016954348	-0.024632444	-0.008237366	-0.006124359	-0.002005365	0.014588522	-0.009719591	-0.011937484	0.028633793	-0.020698121	0.009985813	0.010777031	-0.008449476	0.0346709	-0.004322941
HRVN96171	rustica-tytleri	0.059783207	-0.001602077	0.002279397	0.002982419	-0.065463422	-0.054820009	0.038449649	-0.035249922	0.008266125	-0.001159058	0.035589549	-0.006936816	-0.028068772	-0.014754536	0.029942004	-0.012011205	-0.011901339	0.046551904	-0.038375439	0.011240207	-0.01280098	0.000904456	0.00216418	0.007037914	0.01315458	-0.009499203	-0.033081284	-0.005104023	0.00871057	0.009905895	-0.001102593	0.007761443
HRVN96055	rustica-tytleri	0.059884143	-0.00174754	0.012777771	-0.013478512	-0.093580947	-0.016599961	0.016599012	-0.016510989	-0.020421793	0.00611764	0.050513151	-0.002145551	-0.008365214	0.004690496	-0.021170674	0.013112837	-0.020582831	0.010432745	-0.024287676	-0.000496737	0.006113007	-0.000524923	0.002369678	0.008713269	-0.006312801	0.006247838	0.003718234	0.010883463	0.004468312	-0.005905635	0.007011521	0.013980757
HRVN96053	rustica-tytleri	0.05942515	-0.002132618	0.019920393	-0.007349127	-0.090047117	-0.008600974	0.010906138	-0.017958064	-0.014524231	0.014095769	0.051108989	0.002194996	-0.016845453	0.014436643	-0.021730051	-0.000244786	-0.006158144	-0.001429259	-0.011074247	-0.011027502	0.004325715	-0.004016861	0.02542637	0.006047915	-0.003323875	0.012237755	0.008818328	-0.00578606	-0.003303041	-0.013002257	0.008010747	0.007169723
HRVN96153	rustica-tytleri	0.062077486	-0.002143792	0.008429723	-0.009319325	-0.101019814	-0.017498652	0.0132637	-0.016540115	-0.030204888	0.008223002	0.052769937	0.000861728	-0.017582077	0.023621679	-0.011404074	0.030300314	-0.023804701	0.003106326	-0.010009898	0.014103994	0.01842561	0.006152298	-0.028644409	-0.03035364	0.008862052	-0.004357393	0.021819975	0.003209825	0.025354732	-0.024053623	-0.006347096	0.005130519
HRVN96159	rustica-tytleri	0.062893416	-0.002515391	0.006379231	-0.009402102	-0.085338769	-0.009784618	0.009022351	-0.017396875	-0.018039493	0.002033218	0.036955632	0.005507009	-0.007581797	-6.50E-05	-0.011348914	0.024428213	-0.012504433	-0.002783729	-0.013792236	-0.002857876	-0.003538362	0.001596378	0.002641075	-0.010868783	-0.006568535	-0.012022285	-0.00011771	-0.005227922	0.019209217	-0.002476365	0.023818528	0.011159782
HRVN96157	rustica-tytleri	0.062556605	-0.003147408	0.014897895	-0.006289195	-0.088581719	-0.012816384	0.012693835	-0.020332374	-0.023656517	0.008980634	0.050730144	0.006326825	-0.016055528	0.015428863	-0.010585529	0.012443441	-0.002723531	0.003786891	0.001918099	0.012452322	0.00072873	0.03268538	-0.018876367	0.002473431	0.00195479	0.023700548	0.010760801	-0.002739889	0.035354055	-0.005991629	0.028637332	0.002070362
HRVN96163	rustica-tytleri	0.060498921	-0.004846538	0.008036682	-0.014705724	-0.091195603	-0.013225406	0.005665747	-0.019726186	-0.016835647	0.001991968	0.049540103	-0.017227516	-0.004064484	-0.00820836	-0.020726968	0.030816719	-0.010864615	0.038975741	-0.029481563	-0.007145336	0.005654925	-0.001996028	0.000738659	0.007659254	0.01251825	0.010767889	-0.002816792	0.014524376	-0.003517913	-0.002007463	-0.013616384	0.008720092
HR275	rustica-tytleri	0.065523942	-0.007110347	0.011018019	-0.002987868	-0.045357027	-0.032781651	0.027954514	-0.04144617	0.027642397	0.010750592	0.002434074	0.010842852	-0.02753087	-0.059261252	0.013458578	-0.042931157	0.003082079	-0.009988897	0.029270319	0.014757402	-0.001216941	0.005379967	-0.012766422	-0.014157872	0.00241163	0.006632346	0.018175833	-0.007319308	0.005146429	-0.007753381	-0.011954569	-0.008239696
HR1607	savignii	0.067505042	-0.006741783	0.121318109	0.014243508	0.10923925	0.075605585	-0.051252315	0.074623963	-0.081964119	-0.02303638	-0.00607405	-0.034571998	-0.071814912	-0.058870834	0.016044332	-0.020036449	0.019703891	-0.015025791	0.019060937	0.00229918	0.000348028	-0.01569274	0.000251573	0.00669762	0.01029961	-0.006285421	0.001317644	0.011624197	0.016191109	-0.010000434	-0.01911469	-0.016308352
HR1612	savignii	0.068919412	-0.007887621	0.105036512	0.026789909	0.094615012	-0.026893283	0.009337911	-0.030520054	0.099487183	-0.010411945	-0.047906324	0.037309144	0.145629198	0.08800562	-0.044426056	0.027984738	0.010120237	-0.003893521	0.037537301	0.015107773	-0.101640118	0.173660758	0.064549582	-0.019801664	-0.007705825	0.024356588	-0.037083286	0.013612824	-0.008886884	-0.036978804	0.062099232	-0.025386257
HR1604	savignii	0.073780889	-0.007911314	0.129283407	0.02493759	0.122414366	0.078736528	-0.053120592	0.086507193	-0.091171077	-0.026766562	0.016237012	-0.055970437	-0.091403477	-0.057733326	0.028489722	-0.0039854	0.021565814	-0.007425305	-0.006471158	-0.0017993	0.001275324	-0.018607412	-0.002257159	0.006156491	0.022002378	0.005863718	0.025524447	-0.013883834	0.018043823	0.002213938	-1.90E-03	-0.007255977
HR1616	savignii	0.073402398	-0.007962689	0.129189911	0.022154322	0.126602771	0.079319291	-0.061682785	0.084515326	-0.103495311	-0.021304696	0.013822416	-0.052681608	-0.093547517	-0.058492068	0.02756434	-0.001880405	0.003647765	-0.009072979	0.005361516	-0.005645216	-0.001955079	0.006958801	0.019383088	-0.008932898	0.013812594	-0.009387557	0.005977597	0.00030462	0.015458116	-0.011436501	-0.005917527	-0.011168004
HR1615	savignii	0.071913105	-0.009883832	0.120448347	0.022115616	0.120021658	0.080121337	-0.055978407	0.09041932	-0.102205055	-0.012475013	0.013900062	-0.048441622	-0.084419284	-0.061398159	0.027716062	-0.038926792	-0.057541779	-0.010109253	0.016673792	0.030508514	-0.032696879	-0.016910485	-0.012574633	7.88E-03	0.016023041	-0.003751238	0.008435104	-0.001457645	0.003243904	0.002442034	6.13E-05	-0.001028241
HR1617	savignii	0.080758999	-0.01159023	0.132560319	0.023996348	0.112898659	0.065596011	-0.049211822	0.080427907	-0.09913261	-0.021342548	0.023690907	-0.049891751	-0.087767511	-0.044132897	0.023748151	0.0076417	0.011207887	0.011798531	-0.017109247	0.002023832	-0.002108172	-0.013010352	0.007179622	1.83E-02	-0.005879415	-0.000786929	-0.001220578	0.012440817	-0.013102508	-0.003304314	0.001037608	-0.003197804
HR1621	savignii	0.081278831	-0.012893391	0.13161608	0.021810418	0.124170315	0.080462016	-0.059941577	0.089857717	-0.110592164	-0.03689017	0.014350546	-0.060444888	-0.094448305	-0.061764699	0.021783908	0.013129197	0.023161974	0.006062016	-0.017891149	0.001045039	0.021884053	-0.006383239	0.004045012	-0.001814689	0.002224926	0.005592286	0.001747041	0.024073576	0.000405248	-0.007872185	0.000408538	-0.000508472
HR1613	savignii	0.084615592	-0.014055049	0.139782448	0.025045792	0.133721534	0.080021122	-0.059832359	0.094888232	-0.113151764	-0.020884835	0.020886317	-0.066332681	-0.100710267	-0.051234785	0.036107327	0.02218486	0.01285415	0.012423346	-0.013071343	-0.004243317	0.005905853	-0.009370488	-0.000171364	-0.004832863	-0.001739195	0.00221422	0.012884304	0.017639593	0.006452356	-0.005486317	0.00183191	0.000756642
HR1608	savignii	0.087550838	-0.015107693	0.124392196	0.042510923	0.119963979	0.061718783	-0.041151557	0.090076857	-0.125101319	-0.023473998	0.044816899	-0.077715533	-0.101914725	-0.006538222	0.021345173	0.042229214	-0.004620858	0.037086919	-0.041422035	-0.001993701	0.018307153	0.009869437	0.002207982	0.005072026	-0.017249965	-0.002360213	0.010180155	0.01126185	0.002059988	-0.001395569	0.009139495	0.008558283
